sentence,neg,neu,pos,compound
"For an instant he lost his poise, and she felt a bit rattled when a satirical voice from a concealed wit cried ""Take her outside, Amory!""",0.198,0.802,0.0,-0.636
"As he took her hand he pressed it a little, and she returned the pressure as she had done to twenty hands that eveningthat was all.",0.077,0.81,0.113,0.25
"At two o'clock back at the Weatherbys' Sally asked her if she and Amory had had a ""time"" in the den.",0.0,1.0,0.0,0.0
Isabelle turned to her quietly.,0.0,1.0,0.0,0.0
"In her eyes was the light of the idealist, the inviolate dreamer of Joanlike dreams.",0.0,0.71,0.29,0.6486
"""No,"" she answered.",0.0,1.0,0.0,0.0
"""I don't do that sort of thing any more he asked me to, but I said no.""",0.0,1.0,0.0,0.0
As she crept in bed she wondered what he'd say in his special delivery tomorrow.,0.0,0.838,0.162,0.4019
He had such a goodlooking mouthwould she ever?,0.0,1.0,0.0,0.0
"""Fourteen angels were watching o'er them,"" sang Sally sleepily from the next room.",0.0,1.0,0.0,0.0
"""Damn!""",0.0,1.0,0.0,0.0
"muttered Isabelle, punching the pillow into a luxurious lump and exploring the cold sheets cautiously.",0.0,1.0,0.0,0.0
"""Damn!""",0.0,1.0,0.0,0.0
"CARNIVAL Amory, by way of the Princetonian, had arrived.",0.0,1.0,0.0,0.0
"The minor snobs, finely balanced thermometers of success, warmed to him as the club elections grew nigh, and he and Tom were visited by groups of upper classmen who arrived awkwardly, balanced on the edge of the furniture and talked of all subjects except the one of absorbing interest.",0.082,0.765,0.153,0.6249
"Amory was amused at the intent eyes upon him, and, in case the visitors represented some club in which he was not interested, took great pleasure in shocking them with unorthodox remarks.",0.198,0.647,0.156,-0.1906
"""Oh, let me see"" he said one night to a flabbergasted delegation, ""what club do you represent?""",0.0,1.0,0.0,0.0
"With visitors from Ivy and Cottage and Tiger Inn he played the ""nice, unspoilt, ingenuous boy"" very much at ease and quite unaware of the object of the call.",0.063,0.782,0.155,0.4715
"When the fatal morning arrived, early in March, and the campus became a document in hysteria, he slid smoothly into Cottage with Alec Connage and watched his suddenly neurotic class with much wonder.",0.233,0.767,0.0,-0.8316
"There were fickle groups that jumped from club to club there were friends of two or three days who announced tearfully and wildly that they must join the same club, nothing should separate them there were snarling disclosures of longhidden grudges as the Suddenly Prominent remembered snubs of freshman year.",0.055,0.811,0.134,0.5423
"Unknown men were elevated into importance when they received certain coveted bids others who were considered ""all set"" found that they had made unexpected enemies, felt themselves stranded and deserted, talked wildly of leaving college.",0.08,0.804,0.116,0.1027
"In his own crowd Amory saw men kept out for wearing green hats, for being ""a damn tailor's dummy,"" for having ""too much pull in heaven,"" for getting drunk one night ""not like a gentleman, by God,"" or for unfathomable secret reasons known to no one but the wielders of the black balls.",0.123,0.877,0.0,-0.5726
"This orgy of sociability culminated in a gigantic party at the Nassau Inn, where punch was dispensed from immense bowls, and the whole downstairs became a delirious, circulating, shouting pattern of faces and voices.",0.0,0.862,0.138,0.5859
"""Hi, Dibby'gratulations!""",0.0,1.0,0.0,0.0
"""Goo' boy, Tom, you got a good bunch in Cap.""",0.0,0.734,0.266,0.4404
"""Say, Kerry"" ""Oh, KerryI hear you went Tiger with all the weightlifters!""",0.0,1.0,0.0,0.0
"""Well, I didn't go Cottagethe parlorsnakes' delight.""",0.0,1.0,0.0,0.0
"""They say Overton fainted when he got his Ivy bidDid he sign up the first day?oh, no.",0.121,0.879,0.0,-0.296
"Tore over to MurrayDodge on a bicycleafraid it was a mistake.""",0.0,1.0,0.0,0.0
"""How'd you get into Capyou old roue?""",0.0,1.0,0.0,0.0
"""'Gratulations!""",0.0,1.0,0.0,0.0
"""'Gratulations yourself.",0.0,1.0,0.0,0.0
"Hear you got a good crowd.""",0.0,0.58,0.42,0.4404
"When the bar closed, the party broke up into groups and streamed, singing, over the snowclad campus, in a weird delusion that snobbishness and strain were over at last, and that they could do what they pleased for the next two years.",0.161,0.723,0.116,-0.0516
Long afterward Amory thought of sophomore spring as the happiest time of his life.,0.0,0.756,0.244,0.6369
His ideas were in tune with life as he found it he wanted no more than to drift and dream and enjoy a dozen newfound friendships through the April afternoons.,0.063,0.714,0.223,0.6808
Alec Connage came into his room one morning and woke him up into the sunshine and peculiar glory of Campbell Hall shining in the window.,0.0,0.726,0.274,0.8074
"""Wake up, Original Sin, and scrape yourself together.",0.303,0.504,0.193,-0.3182
Be in front of Renwick's in half an hour.,0.0,1.0,0.0,0.0
"Somebody's got a car.""",0.0,1.0,0.0,0.0
"He took the bureau cover and carefully deposited it, with its load of small articles, upon the bed.",0.0,0.919,0.081,0.128
"""Where'd you get the car?""",0.0,1.0,0.0,0.0
demanded Amory cynically.,0.808,0.192,0.0,-0.4939
"""Sacred trust, but don't be a critical goopher or you can't go!""",0.0,0.648,0.352,0.5974
"""I think I'll sleep,"" Amory said calmly, resettling himself and reaching beside the bed for a cigarette.",0.0,0.773,0.227,0.4767
"""Sleep!""",0.0,1.0,0.0,0.0
"""Why not?",0.0,1.0,0.0,0.0
"I've got a class at eleventhirty.""",0.0,1.0,0.0,0.0
"""You damned gloom!",0.867,0.133,0.0,-0.7574
"Of course, if you don't want to go to the coast"" With a bound Amory was out of bed, scattering the bureau cover's burden on the floor.",0.147,0.853,0.0,-0.4805
"The coast... he hadn't seen it for years, since he and his mother were on their pilgrimage.",0.0,1.0,0.0,0.0
"""Who's going?""",0.0,1.0,0.0,0.0
he demanded as he wriggled into his B. V. D.'s.,0.174,0.826,0.0,-0.2263
"""Oh, Dick Humbird and Kerry Holiday and Jesse Ferrenby andoh about five or six.",0.183,0.667,0.15,-0.1531
"Speed it up, kid!""",0.0,1.0,0.0,0.0
"In ten minutes Amory was devouring cornflakes in Renwick's, and at ninethirty they bowled happily out of town, headed for the sands of Deal Beach.",0.0,0.87,0.13,0.5574
"""You see,"" said Kerry, ""the car belongs down there.",0.0,1.0,0.0,0.0
"In fact, it was stolen from Asbury Park by persons unknown, who deserted it in Princeton and left for the West.",0.138,0.862,0.0,-0.4939
"Heartless Humbird here got permission from the city council to deliver it.""",0.225,0.775,0.0,-0.4939
"""Anybody got any money?""",0.0,1.0,0.0,0.0
"suggested Ferrenby, turning around from the front seat.",0.0,1.0,0.0,0.0
There was an emphatic negative chorus.,0.425,0.575,0.0,-0.5719
"""That makes it interesting.""",0.0,1.0,0.0,0.0
"""Moneywhat's money?",0.0,1.0,0.0,0.0
"We can sell the car.""",0.0,1.0,0.0,0.0
"""Charge him salvage or something.""",0.0,1.0,0.0,0.0
"""How're we going to get food?""",0.0,1.0,0.0,0.0
asked Amory.,0.0,1.0,0.0,0.0
"""Honestly,"" answered Kerry, eying him reprovingly, ""do you doubt Kerry's ability for three short days?",0.14,0.73,0.129,-0.0516
Some people have lived on nothing for years at a time.,0.0,1.0,0.0,0.0
"Read the Boy Scout Monthly.""",0.0,1.0,0.0,0.0
"""Three days,"" Amory mused, ""and I've got classes.""",0.0,1.0,0.0,0.0
"""One of the days is the Sabbath.""",0.0,1.0,0.0,0.0
"""Just the same, I can only cut six more classes, with over a month and a half to go.""",0.123,0.877,0.0,-0.2732
"""Throw him out!""",0.0,1.0,0.0,0.0
"""It's a long walk back.""",0.0,1.0,0.0,0.0
"""Amory, you're running it out, if I may coin a new phrase.""",0.0,1.0,0.0,0.0
"""Hadn't you better get some dope on yourself, Amory?""",0.231,0.769,0.0,-0.3412
Amory subsided resignedly and drooped into a contemplation of the scenery.,0.159,0.841,0.0,-0.1779
Swinburne seemed to fit in somehow.,0.0,0.667,0.333,0.3612
"""Oh, winter's rains and ruins are over, And all the seasons of snows and sins The days dividing lover and lover, The light that loses, the night that wins And time remembered is grief forgotten, And frosts are slain and flowers begotten, And in green underwood and cover, Blossom by blossom the spring begins.",0.188,0.652,0.16,-0.0
"""The full streams feed on flower of"" ""What's the matter, Amory?",0.0,0.901,0.099,0.0258
"Amory's thinking about poetry, about the pretty birds and flowers.",0.0,0.738,0.262,0.4939
"I can see it in his eye.""",0.0,1.0,0.0,0.0
"""No, I'm not,"" he lied.",0.394,0.606,0.0,-0.3818
"""I'm thinking about the Princetonian.",0.0,1.0,0.0,0.0
"I ought to make up tonight but I can telephone back, I suppose.""",0.0,1.0,0.0,0.0
"""Oh,"" said Kerry respectfully, ""these important men"" Amory flushed and it seemed to him that Ferrenby, a defeated competitor, winced a little.",0.126,0.691,0.183,0.1027
"Of course, Kerry was only kidding, but he really mustn't mention the Princetonian.",0.0,0.909,0.091,0.0516
"It was a halcyon day, and as they neared the shore and the salt breezes scurried by, he began to picture the ocean and long, level stretches of sand and red roofs over blue sea.",0.0,1.0,0.0,0.0
"Then they hurried through the little town and it all flashed upon his consciousness to a mighty paean of emotion.... ""Oh, good Lord!",0.0,0.868,0.132,0.4926
"Look at it!""",0.0,1.0,0.0,0.0
he cried.,0.722,0.278,0.0,-0.3818
"""What?""",0.0,1.0,0.0,0.0
"""Let me out, quickI haven't seen it for eight years!",0.0,1.0,0.0,0.0
"Oh, gentlefolk, stop the car!""",0.384,0.616,0.0,-0.3595
"""What an odd child!""",0.464,0.536,0.0,-0.3802
remarked Alec.,0.0,1.0,0.0,0.0
"""I do believe he's a bit eccentric.""",0.0,1.0,0.0,0.0
"The car was obligingly drawn up at a curb, and Amory ran for the boardwalk.",0.0,1.0,0.0,0.0
"First, he realized that the sea was blue and that there was an enormous quantity of it, and that it roared and roaredreally all the banalities about the ocean that one could realize, but if any one had told him then that these things were banalities, he would have gaped in wonder.",0.0,1.0,0.0,0.0
"""Now we'll get lunch,"" ordered Kerry, wandering up with the crowd.",0.0,1.0,0.0,0.0
"""Come on, Amory, tear yourself away and get practical.""",0.0,1.0,0.0,0.0
"""We'll try the best hotel first,"" he went on, ""and thence and so forth.""",0.0,0.756,0.244,0.6369
"They strolled along the boardwalk to the most imposing hostelry in sight, and, entering the diningroom, scattered about a table.",0.086,0.914,0.0,-0.1761
"""Eight Bronxes,"" commanded Alec, ""and a club sandwich and Juliennes.",0.0,1.0,0.0,0.0
The food for one.,0.0,1.0,0.0,0.0
"Hand the rest around.""",0.0,0.484,0.516,0.4939
"Amory ate little, having seized a chair where he could watch the sea and feel the rock of it.",0.0,1.0,0.0,0.0
When luncheon was over they sat and smoked quietly.,0.0,1.0,0.0,0.0
"""What's the bill?""",0.0,1.0,0.0,0.0
Some one scanned it.,0.0,1.0,0.0,0.0
"""Eight twentyfive.""",0.0,1.0,0.0,0.0
"""Rotten overcharge.",0.767,0.233,0.0,-0.5106
We'll give them two dollars and one for the waiter.,0.0,1.0,0.0,0.0
"Kerry, collect the small change.""",0.0,1.0,0.0,0.0
"The waiter approached, and Kerry gravely handed him a dollar, tossed two dollars on the check, and turned away.",0.128,0.872,0.0,-0.3612
"They sauntered leisurely toward the door, pursued in a moment by the suspicious Ganymede.",0.172,0.828,0.0,-0.3612
"""Some mistake, sir.""",0.545,0.455,0.0,-0.34
Kerry took the bill and examined it critically.,0.0,1.0,0.0,0.0
"""No mistake!""",0.714,0.286,0.0,-0.3595
"he said, shaking his head gravely, and, tearing it into four pieces, he handed the scraps to the waiter, who was so dumfounded that he stood motionless and expressionless while they walked out.",0.119,0.881,0.0,-0.4939
"""Won't he send after us?""",0.0,1.0,0.0,0.0
"""No,"" said Kerry ""for a minute he'll think we're the proprietor's sons or something then he'll look at the check again and call the manager, and in the meantime"" They left the car at Asbury and streetcar'd to Allenhurst, where they investigated the crowded pavilions for beauty.",0.0,0.922,0.078,0.5859
